id,name,latitude,longitude,x_utm,y_utm,category,rating,review,price_level,address,url,services,open_hours,hotspot_score,cluster_id,competitor_density_500m,competitor_density_1km,nearest_neighbor_dist_m,same_category_density_500m,dist_to_cluster_centroid_m,review_log,source_category,source_file,source_table
33666,Warung Ratna,-8.6036257,115.1074445,291723.76406488277,9048454.666452695,Fast food restaurant,5.0,1,0,"94W4+GXW, Jl. Kamanduk, Beraban, Kec. Kediri, Kabupaten Tabanan, Bali 82121, Indonesia","https://www.google.com/maps/place/Warung+Ratna/@-8.6036257,115.1074445,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd239c4e9cf9f31:0x44dbab069a691ae1!8m2!3d-8.6036257!4d115.1074445!16s%2Fg%2F11f4x30qxy?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MDkxOC4xIKXMDSoASAFQAw%3D%3D",,"[{""day"": ""Monday"", ""hours"": ""11:00 - 18:00""}, {""day"": ""Tuesday"", ""hours"": ""11:00 - 18:00""}, {""day"": ""Wednesday"", ""hours"": ""11:00 - 18:00""}, {""day"": ""Thursday"", ""hours"": ""11:00 - 18:06""}, {""day"": ""Friday"", ""hours"": ""11:00 - 18:00""}, {""day"": ""Saturday"", ""hours"": ""11:00 - 18:00""}, {""day"": ""Sunday"", ""hours"": ""11:00 - 18:00""}]",9.547518184884934e-10,-1.0,4,10,2876.433640346048,0,1000.0,0.6931471805599453,,,
33667,Kaffi Gruezi,-8.621037,115.087606,289549.38588141685,9046517.877012912,Indonesian restaurant,3.2,13,0,"Sunset terace tanah lot, Beraban, Kediri, Kabupaten Tabanan, Bali 82171, Indonesia",https://www.google.com/maps/place/Kaffi+Gruezi/data=!4m7!3m6!1s0x2dd237822d9f3e65:0xeba97531cfe477da!8m2!3d-8.621037!4d115.087606!16s%2Fg%2F11c1q4rr9q!19sChIJZT6fLYI30i0R2nfkzzF1qes?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""07:00 - 22:00""}, {""day"": ""Tuesday"", ""hours"": ""07:00 - 22:00""}, {""day"": ""Wednesday"", ""hours"": ""07:00 - 22:00""}, {""day"": ""Thursday"", ""hours"": ""07:00 - 22:00""}, {""day"": ""Friday"", ""hours"": ""07:00 - 22:00""}, {""day"": ""Saturday"", ""hours"": ""07:00 - 22:00""}, {""day"": ""Sunday"", ""hours"": ""07:00 - 22:00""}]",1.828809850985123e-09,17.0,7,15,74.44789663292083,1,320.3903640461603,2.6390573296152584,,,
33668,AMBU at Nirjhara,-8.6031707,115.087943,289576.6049342803,9048494.328454034,Restaurant,4.7,7,0,"Nirjhara, Jl. Nirjhara Banjar Kedungu, Belalang, Kec. Kediri, Kabupaten Tabanan, Bali 82121, Indonesia",https://www.google.com/maps/place/AMBU+at+Nirjhara/data=!4m7!3m6!1s0x2dd237fe188ce95b:0x1a9487732b27c5d!8m2!3d-8.6031707!4d115.087943!16s%2Fg%2F11sgv_cz49!19sChIJW-mMGP430i0RXXyyMndIqQE?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""08:00 - 22:00""}, {""day"": ""Tuesday"", ""hours"": ""08:00 - 22:00""}, {""day"": ""Wednesday"", ""hours"": ""08:00 - 22:00""}, {""day"": ""Thursday"", ""hours"": ""08:00 - 22:00""}, {""day"": ""Friday"", ""hours"": ""08:00 - 22:00""}, {""day"": ""Saturday"", ""hours"": ""08:00 - 22:00""}, {""day"": ""Sunday"", ""hours"": ""08:00 - 22:00""}]",6.863839814747439e-10,-1.0,3,4,285.28195657455876,3,1000.0,2.0794415416798357,,,
33669,Warung Bali Bagus,-8.6886485,115.2632613,308919.58805935975,9039132.105578307,Balinese restaurant,4.5,205,0,"Jl. Danau Tamblingan No.78, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",https://www.google.com/maps/place/Warung+Bali+Bagus/data=!4m7!3m6!1s0x2dd2404c5fb410f9:0x8a42daf2cdf44137!8m2!3d-8.6886485!4d115.2632613!16s%2Fg%2F11g6bnrk7j!19sChIJ-RC0X0xA0i0RN0H0zfLaQoo?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""None - 22:00""}, {""day"": ""Tuesday"", ""hours"": ""None - 22:00""}, {""day"": ""Wednesday"", ""hours"": ""None - 22:00""}, {""day"": ""Thursday"", ""hours"": ""None - 22:00""}, {""day"": ""Friday"", ""hours"": ""None - 22:00""}, {""day"": ""Saturday"", ""hours"": ""None - 22:00""}, {""day"": ""Sunday"", ""hours"": ""None - 22:00""}]",7.805710611270593e-09,5.0,42,70,488.8221555255344,2,947.2125621323938,5.327876168789581,,,
33670,Smoke Bali,-8.6520201,115.1286119,294080.2814715601,9043113.131983386,Barbecue restaurant,4.6,1043,0,"Jl. Pantai Batu Mejan No.69, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://www.google.com/maps/place/Smoke+Bali/data=!4m7!3m6!1s0x2dd23995510d54c1:0x6cd7aef49aab443c!8m2!3d-8.6520201!4d115.1286119!16s%2Fg%2F11q8324jhm!19sChIJwVQNUZU50i0RPESrmvSu12w?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""10:00 - 22:00""}, {""day"": ""Tuesday"", ""hours"": ""10:00 - 22:00""}, {""day"": ""Wednesday"", ""hours"": ""10:00 - 22:00""}]",6.3322327813662444e-09,0.0,25,70,1726.301990166377,0,377.41857157019894,6.950814768442584,,,
33671,Bali Green Sunset - Cafe  Bar & Ricefield,-8.4687436,115.2597771,308425.9048064045,9063452.668971095,Western restaurant,4.7,305,0,"G7J5+8V7, Jl. Raya Sebali, Kelusa, Kec. Payangan, Kabupaten Gianyar, Bali 80571, Indonesia","https://www.google.com/maps/place/Bali+Green+Sunset+-+Cafe,+Bar+%26+Ricefield/data=!4m7!3m6!1s0x2dd22336c5dd3eeb:0xc9c36fe6adef686b!8m2!3d-8.4687436!4d115.2597771!16s%2Fg%2F11tmt_q42c!19sChIJ6z7dxTYj0i0Ra2jvreZvw8k?authuser=0&hl=en&rclk=1",,"[{""day"": ""Monday"", ""hours"": ""08:00 - 22:00""}, {""day"": ""Tuesday"", ""hours"": ""08:00 - 22:00""}, {""day"": ""Wednesday"", ""hours"": ""08:00 - 22:00""}, {""day"": ""Thursday"", ""hours"": ""08:00 - 22:00""}, {""day"": ""Friday"", ""hours"": ""08:00 - 22:00""}, {""day"": ""Saturday"", ""hours"": ""08:00 - 22:00""}, {""day"": ""Sunday"", ""hours"": ""08:00 - 22:00""}]",7.133877883541519e-10,-1.0,2,5,4127.625908899122,0,1000.0,5.723585101952381,,,
33672,Wahaha Pork Ribs,-8.6852348,115.1695885,298608.362219264,9039461.197177768,Balinese restaurant,4.5,7633,0,"Jl. Sunset Road No.1689, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",https://www.google.com/maps/place/Wahaha+Pork+Ribs/data=!4m7!3m6!1s0x2dd2472313227e3d:0xc7c710209e7bb376!8m2!3d-8.6852348!4d115.1695885!16s%2Fg%2F1wbkf3sj!19sChIJPX4iEyNH0i0RdrN7niAQx8c?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""11:00 - 22:00""}, {""day"": ""Tuesday"", ""hours"": ""Closed""}, {""day"": ""Wednesday"", ""hours"": ""11:00 - 22:00""}, {""day"": ""Thursday"", ""hours"": ""11:00 - 22:00""}, {""day"": ""Friday"", ""hours"": ""11:00 - 22:00""}, {""day"": ""Saturday"", ""hours"": ""11:00 - 22:00""}, {""day"": ""Sunday"", ""hours"": ""11:00 - 22:00""}]",2.8371359984951615e-09,2.0,9,31,89.56889970945285,2,1835.4541570002186,8.940367233305174,,,
33673,Kasava Resto & Bar Seminyak,-8.6819505,115.1581332,297345.809258278,9039818.37105937,Asian restaurant,4.5,391,0,"Jalan Kayu Cendana No. 7A Kerobokan Kelod, Seminyak, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://www.google.com/maps/place/Kasava+Resto+%26+Bar+Seminyak/data=!4m7!3m6!1s0x2dd24710df305727:0x49b13a682ee55cba!8m2!3d-8.6819505!4d115.1581332!16s%2Fg%2F11cjkpw3dt!19sChIJJ1cw3xBH0i0RulzlLmg6sUk?authuser=0&hl=en&rclk=1,,[],4.3725412683774285e-09,2.0,8,55,659.113878716953,0,2259.6346341949316,5.971261839790462,,,
33674,EAT STREET BALI,-8.6544587,115.1420778,295563.83038073266,9042850.655089147,Restaurant,4.5,128,0,"XXI, Jl. Raya Semat Gg. Jalak Bali No.sebelah, Canggu, Kuta Utara, Badung Regency, Bali 80361, Indonesia","https://www.google.com/maps/place/EAT+STREET+BALI/@-8.6544587,115.1420778,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd2391327b8f743:0x880676e2d11baffb!8m2!3d-8.6544587!4d115.1420778!16s%2Fg%2F11mk6k16ft?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MDkxOC4xIKXMDSoASAFQAw%3D%3D",,"[{""day"": ""Monday"", ""hours"": ""10:30 - 21:00""}, {""day"": ""Tuesday"", ""hours"": ""10:30 - 21:00""}, {""day"": ""Wednesday"", ""hours"": ""10:30 - 21:00""}, {""day"": ""Thursday"", ""hours"": ""10:30 - 21:00""}, {""day"": ""Friday"", ""hours"": ""10:30 - 21:00""}, {""day"": ""Saturday"", ""hours"": ""10:30 - 21:00""}, {""day"": ""Sunday"", ""hours"": ""10:30 - 21:00""}]",2.4072676613238525e-09,0.0,4,33,270.67777132481206,3,1153.0762334287842,4.859812404361672,,,
33675,Aunty Ji's,-8.6538237,115.1318989,294443.07149686187,9042915.409575125,Indian restaurant,4.8,309,0,"Jl. Pantai Batu Bolong No.83, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80351, Indonesia",https://www.google.com/maps/place/Aunty+Ji%27s/data=!4m7!3m6!1s0x2dd239e4091de2c9:0x1a0c7dc10805f107!8m2!3d-8.6538237!4d115.1318989!16s%2Fg%2F11y53xq8bv!19sChIJyeIdCeQ50i0RB_EFCMF9DBo?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""None - 23:00""}, {""day"": ""Tuesday"", ""hours"": ""None - 23:00""}, {""day"": ""Wednesday"", ""hours"": ""None - 23:00""}, {""day"": ""Thursday"", ""hours"": ""None - 23:00""}, {""day"": ""Friday"", ""hours"": ""None - 23:00""}, {""day"": ""Saturday"", ""hours"": ""None - 23:00""}, {""day"": ""Sunday"", ""hours"": ""None - 23:00""}]",7.271860894450164e-09,0.0,36,63,3574.2322709037676,0,249.10389044907635,5.736572297479192,,,
33676,Il Ristorante - Luca Fantin,-8.8429607,115.1218343,293439.57478452625,9021988.98815218,Italian restaurant,4.5,55,0,"Bulgari Resort Bali, Banjar Dinas Kangin, Jl. Goa Lempeh, Bali 80364, Indonesia",https://www.google.com/maps/place/Il+Ristorante+-+Luca+Fantin/data=!4m7!3m6!1s0x2dd25ae9f3a48ac3:0x4382bddbe2181d87!8m2!3d-8.8429607!4d115.1218343!16s%2Fg%2F11bc7lpjzv!19sChIJw4qk8-la0i0Rhx0Y4tu9gkM?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""Closed""}, {""day"": ""Tuesday"", ""hours"": ""None - 22:00""}, {""day"": ""Wednesday"", ""hours"": ""None - 22:00""}, {""day"": ""Thursday"", ""hours"": ""None - 22:00""}, {""day"": ""Friday"", ""hours"": ""None - 22:00""}, {""day"": ""Saturday"", ""hours"": ""None - 22:00""}, {""day"": ""Sunday"", ""hours"": ""None - 22:00""}]",5.650809539529861e-10,-1.0,2,4,2976.85693933467,0,1000.0,4.02535169073515,,,
33677,Bebek Tebasari Resto,-8.5456612,115.256768,308132.8496657869,9054943.820256041,Restaurant,4.8,4534,0,"Jl. Raya Kengetan Br. Kelingkung, Lodtunduh, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","https://www.google.com/maps/place/Bebek+Tebasari+Resto/@-8.5456612,115.256768,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd23d61eda53399:0x4ae2bd0079598dc5!8m2!3d-8.5456612!4d115.256768!16s%2Fg%2F11my01rn96?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MDkxOC4xIKXMDSoASAFQAw%3D%3D",,"[{""day"": ""Monday"", ""hours"": ""10:00 - 21:30""}, {""day"": ""Tuesday"", ""hours"": ""10:00 - 21:30""}, {""day"": ""Wednesday"", ""hours"": ""10:00 - 21:30""}, {""day"": ""Thursday"", ""hours"": ""10:00 - 21:30""}, {""day"": ""Friday"", ""hours"": ""10:00 - 21:30""}, {""day"": ""Saturday"", ""hours"": ""10:00 - 21:30""}, {""day"": ""Sunday"", ""hours"": ""10:00 - 21:30""}]",7.978414926356671e-10,-1.0,3,7,379.5779606200324,3,1000.0,8.419580362549237,,,
33678,Rempah Rempah Restaurant,-8.8327252,115.2111808,303263.5989468144,9023169.487058429,Restaurant,4.7,40,0,"Jl Pura Barong-Barong, Benoa, Sawangan, Kabupaten Badung, Bali 80363, Indonesia",https://www.google.com/maps/place/Rempah+Rempah+Restaurant/data=!4m7!3m6!1s0x2dd25ceac40b0903:0x411d906ddedd44ac!8m2!3d-8.8327252!4d115.2111808!16s%2Fg%2F11dxdzvy0q!19sChIJAwkLxOpc0i0RrETd3m2QHUE?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""07:00 - 23:00""}, {""day"": ""Tuesday"", ""hours"": ""07:00 - 23:00""}, {""day"": ""Wednesday"", ""hours"": ""07:00 - 23:00""}, {""day"": ""Thursday"", ""hours"": ""07:00 - 23:00""}, {""day"": ""Friday"", ""hours"": ""07:00 - 23:00""}, {""day"": ""Saturday"", ""hours"": ""07:00 - 23:00""}, {""day"": ""Sunday"", ""hours"": ""07:00 - 23:00""}]",1.08134787211638e-09,-1.0,5,8,151.79765718590417,4,1000.0,3.713572066704308,,,
33679,The Lodge,-8.6450406,115.1175444,292858.2244161855,9043879.146487257,Restaurant,4.5,171,0,"9439+V3F, Jl. Raya Seseh, Canggu, Kec. Mengwi, Kabupaten Badung, Bali, Indonesia",https://www.google.com/maps/place/The+Lodge/data=!4m7!3m6!1s0x2dd2396a45848383:0x35bc4791f2c211c9!8m2!3d-8.6450406!4d115.1175444!16s%2Fg%2F11t7lv2zq6!19sChIJg4OERWo50i0RyRHC8pFHvDU?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""07:00 - 22:00""}, {""day"": ""Tuesday"", ""hours"": ""07:00 - 22:00""}, {""day"": ""Wednesday"", ""hours"": ""07:00 - 22:00""}, {""day"": ""Thursday"", ""hours"": ""07:00 - 22:00""}, {""day"": ""Friday"", ""hours"": ""07:00 - 22:00""}, {""day"": ""Saturday"", ""hours"": ""07:00 - 22:00""}, {""day"": ""Sunday"", ""hours"": ""07:00 - 22:00""}]",1.6359036324521163e-09,-1.0,5,19,190.01520046457046,2,1000.0,5.147494476813453,,,
33680,Seed Bingin,-8.8081843,115.114749,292640.6382855132,9025831.794573134,Restaurant,4.5,514,0,"Jl. Pantai Bingin, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",https://www.google.com/maps/place/Seed+Bingin/data=!4m7!3m6!1s0x2dd24554a09c8423:0x2bdb7ae0b8d9d809!8m2!3d-8.8081843!4d115.114749!16s%2Fg%2F11gyjr5l0v!19sChIJI4ScoFRF0i0RCdjZuOB62ys?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""07:30 - 23:00""}, {""day"": ""Tuesday"", ""hours"": ""07:30 - 23:00""}, {""day"": ""Wednesday"", ""hours"": ""07:30 - 23:00""}, {""day"": ""Thursday"", ""hours"": ""07:30 - 23:00""}, {""day"": ""Friday"", ""hours"": ""07:30 - 23:00""}, {""day"": ""Saturday"", ""hours"": ""07:30 - 23:00""}, {""day"": ""Sunday"", ""hours"": ""07:30 - 23:00""}]",2.3137358442865277e-09,4.0,8,21,60.30958244740582,8,1856.231403483729,6.244166900663736,,,
33681,The Cashew Tree,-8.8069026,115.1170434,292892.37367413903,9025974.83939429,Restaurant,4.4,1976,0,"Jl. Pantai Bingin No.9, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",https://www.google.com/maps/place/The+Cashew+Tree/data=!4m7!3m6!1s0x2dd245479b8f1853:0xc76fa2acc632056a!8m2!3d-8.8069026!4d115.1170434!16s%2Fg%2F11byck_jvr!19sChIJUxiPm0dF0i0RagUyxqyib8c?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""08:00 - 22:00""}, {""day"": ""Tuesday"", ""hours"": ""08:00 - 22:00""}, {""day"": ""Wednesday"", ""hours"": ""08:00 - 22:00""}, {""day"": ""Thursday"", ""hours"": ""08:00 - 22:00""}, {""day"": ""Friday"", ""hours"": ""08:00 - 22:00""}, {""day"": ""Saturday"", ""hours"": ""08:00 - 22:00""}, {""day"": ""Sunday"", ""hours"": ""08:00 - 22:00""}]",1.699425601739809e-09,-1.0,4,17,198.5831234584045,4,1000.0,7.589335823170617,,,
33682,Cachos Bingin Mexican Restaurant,-8.808003,115.1154739,292720.2968319926,9025852.250733688,Restaurant,4.5,159,0,"Jl. Pantai Bingin No.3, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361 Bingin, Bali 80361, Indonesia",https://www.google.com/maps/place/Cachos+Bingin+Mexican+Restaurant/data=!4m7!3m6!1s0x2dd245c33984ebd1:0xdd8f70dc9ffdae7c!8m2!3d-8.808003!4d115.1154739!16s%2Fg%2F11twkcd9yg!19sChIJ0euEOcNF0i0RfK79n9xwj90?authuser=0&hl=en&rclk=1,,[],2.1584805187749815e-09,4.0,8,22,55.31152952957322,8,1936.7081575147993,5.075173815233827,,,
33683,Latino Bingin,-8.8084415,115.1152323,292693.9583755183,9025803.612775164,Restaurant,4.6,337,0,"Pecatu, South Kuta, Badung Regency, Bali 80361, Indonesia",https://www.google.com/maps/place/Latino+Bingin/data=!4m7!3m6!1s0x2dd2456283cf8527:0x22b367953159f90f!8m2!3d-8.8084415!4d115.1152323!16s%2Fg%2F11h1hnn944!19sChIJJ4XPg2JF0i0RD_lZMZVnsyI?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""08:00 - 23:00""}, {""day"": ""Tuesday"", ""hours"": ""08:00 - 23:00""}, {""day"": ""Wednesday"", ""hours"": ""08:00 - 23:00""}, {""day"": ""Thursday"", ""hours"": ""08:00 - 23:00""}, {""day"": ""Friday"", ""hours"": ""08:00 - 23:00""}, {""day"": ""Saturday"", ""hours"": ""08:00 - 23:00""}, {""day"": ""Sunday"", ""hours"": ""08:00 - 23:00""}]",2.28712309688772e-09,4.0,8,23,55.31152952957322,8,1891.9613984108757,5.823045895483019,,,
33684,Laggas Uluwatu,-8.8107426,115.1136051,292516.2041308241,9025548.177220441,Restaurant,4.8,695,0,"Jl. Pantai Bingin No.9, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia","https://www.google.com/maps/place/Laggas+Uluwatu/@-8.8107426,115.1136051,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd2458297f51dd7:0x5ca11c748b8cea64!8m2!3d-8.8107426!4d115.1136051!16s%2Fg%2F11rgx2x1fv?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MDkxOC4xIKXMDSoASAFQAw%3D%3D",,"[{""day"": ""Monday"", ""hours"": ""13:30 - 22:00""}, {""day"": ""Tuesday"", ""hours"": ""13:30 - 22:00""}, {""day"": ""Wednesday"", ""hours"": ""13:30 - 22:00""}, {""day"": ""Thursday"", ""hours"": ""13:30 - 22:00""}, {""day"": ""Friday"", ""hours"": ""13:30 - 22:00""}, {""day"": ""Saturday"", ""hours"": ""13:30 - 22:00""}, {""day"": ""Sunday"", ""hours"": ""13:30 - 22:00""}]",3.057865980244864e-09,4.0,11,34,89.65184829457316,6,1630.198790396389,6.54534966033442,,,
33685,Abracadabra by Mu Bunglaow,-8.8070231,115.1121318,292352.02343597583,9025958.786728688,Restaurant,4.1,155,0,"54V6+5VR, Jl. Pantai Bingin, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",https://www.google.com/maps/place/Abracadabra+by+Mu+Bunglaow/data=!4m7!3m6!1s0x2dd24545ad956c67:0x613e99599987931d!8m2!3d-8.8070231!4d115.1121318!16s%2Fg%2F11fmw039m_!19sChIJZ2yVrUVF0i0RHZOHmVmZPmE?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""07:30 - 22:00""}, {""day"": ""Tuesday"", ""hours"": ""07:30 - 22:00""}, {""day"": ""Wednesday"", ""hours"": ""07:30 - 22:00""}, {""day"": ""Thursday"", ""hours"": ""07:30 - 22:00""}, {""day"": ""Friday"", ""hours"": ""07:30 - 22:00""}, {""day"": ""Saturday"", ""hours"": ""07:30 - 22:00""}, {""day"": ""Sunday"", ""hours"": ""07:30 - 22:00""}]",2.1686651987088793e-09,4.0,6,28,200.17347442216598,6,1672.5395298949768,5.049856007249537,,,
33686,Rolling Fork Padang Padang,-8.8172695,115.1137779,292538.86011489655,9024826.309128238,Italian restaurant,4.5,1471,0,"Jl. Labuansait, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",https://www.google.com/maps/place/Rolling+Fork+Padang+Padang/data=!4m7!3m6!1s0x2dd2453555994cad:0x7853d8dc861f2397!8m2!3d-8.8172695!4d115.1137779!16s%2Fg%2F11fxd_d3rn!19sChIJrUyZVTVF0i0RlyMfhtzYU3g?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""08:00 - 23:00""}, {""day"": ""Tuesday"", ""hours"": ""08:00 - 23:00""}, {""day"": ""Wednesday"", ""hours"": ""08:00 - 23:00""}, {""day"": ""Thursday"", ""hours"": ""08:00 - 23:00""}, {""day"": ""Friday"", ""hours"": ""08:00 - 23:00""}, {""day"": ""Saturday"", ""hours"": ""08:00 - 23:00""}, {""day"": ""Sunday"", ""hours"": ""08:00 - 23:00""}]",2.7181651498946817e-09,4.0,11,25,1931.970363455836,0,1568.4530883420648,7.294377299288821,,,
33687,Bambu Cafe & Restaurant,-8.8115051,115.1138813,292547.0192397855,9025463.987654803,Restaurant,4.7,229,0,"Jl. Pantai Bingin No.8, Pecatu, Kec. Kuta Sel., Uluwatu, Bali 80361, Indonesia",https://www.google.com/maps/place/Bambu+Cafe+%26+Restaurant/data=!4m7!3m6!1s0x2dd2453912fa7cc3:0xc3ec401df3dcce3a!8m2!3d-8.8115051!4d115.1138813!16s%2Fg%2F11vrj6x7q9!19sChIJw3z6EjlF0i0ROs7c8x1A7MM?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""06:30 - 22:00""}, {""day"": ""Tuesday"", ""hours"": ""06:30 - 22:00""}, {""day"": ""Wednesday"", ""hours"": ""06:30 - 22:00""}, {""day"": ""Thursday"", ""hours"": ""06:30 - 22:00""}, {""day"": ""Friday"", ""hours"": ""06:30 - 22:00""}, {""day"": ""Saturday"", ""hours"": ""06:30 - 22:00""}, {""day"": ""Sunday"", ""hours"": ""06:30 - 22:00""}]",3.1213596958286295e-09,4.0,12,33,89.65184829457316,5,1633.4812818815801,5.438079308923196,,,
33688,L'Atelier Restaurant & Bar Bali  Canggu,-8.6530625,115.1379375,295107.34365054744,9043002.863623932,Restaurant,4.2,81,0,"84WQ+Q5F, Jl. Subak Canggu, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","https://www.google.com/maps/place/L'Atelier+Restaurant+%26+Bar+Bali,+Canggu/@-8.6530625,115.1379375,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd23929cc935621:0xa6afbb2e6a065ae6!8m2!3d-8.6530625!4d115.1379375!16s%2Fg%2F11k4xxbxb5?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MDkxOC4xIKXMDSoASAFQAw%3D%3D",,[],4.4647247060483195e-09,0.0,13,65,217.85194071528605,6,672.7704173459631,4.406719247264253,,,
33689,Alma Tapas Bar - Uluwatu,-8.8124495,115.113047,292455.7505147518,9025359.060954906,Tapas bar,5.0,50,0,"Jl. Pantai Bingin No.04, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",https://www.google.com/maps/place/Alma+Tapas+Bar+-+Uluwatu/data=!4m7!3m6!1s0x2dd245ed09bf1251:0xbcdc7495f8282588!8m2!3d-8.8124495!4d115.113047!16s%2Fg%2F11ln347fsf!19sChIJURK_Ce1F0i0RiCUo-JV03Lw?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""None - 23:00""}, {""day"": ""Tuesday"", ""hours"": ""None - 23:00""}, {""day"": ""Wednesday"", ""hours"": ""Closed""}, {""day"": ""Thursday"", ""hours"": ""Closed""}, {""day"": ""Friday"", ""hours"": ""None - 23:00""}, {""day"": ""Saturday"", ""hours"": ""None - 23:00""}, {""day"": ""Sunday"", ""hours"": ""None - 23:00""}]",3.391979746166424e-09,4.0,11,36,1000.0,0,1518.1023937429627,3.9318256327243257,,,
33690,Dream Corner,-8.8001859,115.1190289,293107.10118629964,9026718.894383747,Restaurant,4.8,196,0,"Jalan Pecatu graha, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",https://www.google.com/maps/place/Dream+Corner/data=!4m7!3m6!1s0x2dd245b85beb5657:0x78347bf9e13b1e0b!8m2!3d-8.8001859!4d115.1190289!16s%2Fg%2F11h6q_699p!19sChIJV1brW7hF0i0RCx474fl7NHg?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""08:00 - 19:30""}, {""day"": ""Tuesday"", ""hours"": ""08:00 - 19:30""}, {""day"": ""Wednesday"", ""hours"": ""08:00 - 19:30""}, {""day"": ""Thursday"", ""hours"": ""08:00 - 19:30""}, {""day"": ""Friday"", ""hours"": ""08:00 - 19:30""}, {""day"": ""Saturday"", ""hours"": ""08:00 - 19:30""}, {""day"": ""Sunday"", ""hours"": ""08:00 - 19:30""}]",1.1021344234882228e-09,-1.0,3,12,208.26713273665595,2,1000.0,5.2832037287379885,,,
33691,UUMA ( eatery & playground ),-8.4681362,115.3465158,317976.9521896499,9063561.51702968,Indonesian restaurant,4.5,134,0,"Jl. Tirta Mumbul, Bebalang, Kec. Bangli, Kabupaten Bangli, Bali 80614, Indonesia","https://www.google.com/maps/place/UUMA+(+eatery+%26+playground+)/@-8.4681362,115.3465158,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd2190f4d9f033f:0x2d44a1bf1e29542c!8m2!3d-8.4681362!4d115.3465158!16s%2Fg%2F11tjyj51zj?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MDkxOC4xIKXMDSoASAFQAw%3D%3D",,"[{""day"": ""Monday"", ""hours"": ""09:00 - 22:00""}, {""day"": ""Tuesday"", ""hours"": ""09:00 - 22:00""}, {""day"": ""Wednesday"", ""hours"": ""09:00 - 22:00""}, {""day"": ""Thursday"", ""hours"": ""09:00 - 22:00""}, {""day"": ""Friday"", ""hours"": ""09:00 - 22:00""}, {""day"": ""Saturday"", ""hours"": ""09:00 - 22:00""}, {""day"": ""Sunday"", ""hours"": ""09:00 - 22:00""}]",7.062942358435927e-10,-1.0,3,6,479.07913038413994,1,1000.0,4.90527477843843,,,
